movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
Hardware,1990,R,"['Sci-Fi', ' Thriller']",94,5.9,41,15608,59.0
Extinction,2018,TV-MA,"['Action', ' Drama', ' Sci-Fi']",95,5.8,40,53569,58.0
Pi,1998,R,"['Drama', ' Horror', ' Mystery']",84,7.3,72,179492,73.0
A Wrinkle in Time,2018,PG,"['Adventure', ' Family', ' Fantasy']",109,4.2,53,45399,42.0
The Emoji Movie,2017,PG,"['Animation', ' Adventure', ' Comedy']",86,3.3,12,65076,33.0
Gemini Man,2019,PG-13,"['Action', ' Adventure', ' Sci-Fi']",117,5.7,38,114289,57.0
Hardcore Henry,2015,R,"['Action', ' Adventure', ' Sci-Fi']",96,6.7,51,96504,67.0
Hellboy II: The Golden Army,2008,PG-13,"['Action', ' Adventure', ' Fantasy']",120,7.0,78,273331,70.0
If I Stay,2014,PG-13,"['Drama', ' Fantasy', ' Music']",107,6.7,46,123956,67.0
I Origins,2014,R,"['Drama', ' Mystery', ' Romance']",106,7.3,57,126438,73.0
Level 16,2018,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",102,6.1,46,12588,61.0
Twilight Zone: The Movie,1983,PG,"['Horror', ' Sci-Fi']",101,6.4,44,38450,64.0
The Time Traveler's Wife,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",107,7.1,47,152187,71.0
*batteries not included,1987,PG,"['Comedy', ' Family', ' Fantasy']",106,6.6,54,35962,66.0
Titan A.E.,2000,PG,"['Animation', ' Action', ' Adventure']",94,6.6,48,61762,66.0
Death Race,2008,R,"['Action', ' Sci-Fi', ' Thriller']",105,6.4,43,210397,64.0
Wild Wild West,1999,PG-13,"['Action', ' Comedy', ' Sci-Fi']",106,4.9,38,161916,49.0
Godzilla,1998,PG-13,"['Action', ' Sci-Fi', ' Thriller']",139,5.4,32,194733,54.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,"['Action', ' Adventure', ' Comedy']",88,6.0,45,56873,60.0
The Man Who Killed Hitler and Then the Bigfoot,2018,Not Rated,"['Adventure', ' Drama', ' Sci-Fi']",98,5.7,51,12548,57.0
Spy Kids 3: Game Over,2003,PG,"['Action', ' Adventure', ' Comedy']",84,4.3,57,61259,43.0
Buck Rogers in the 25th Century,1981,TV-14,"['Action', ' Adventure', ' Sci-Fi']",60,6.9,45,9497,69.0
Primer,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",77,6.8,68,107576,68.0
Osmosis Jones,2001,PG,"['Animation', ' Action', ' Adventure']",95,6.3,57,36569,63.0
Krull,1983,PG,"['Action', ' Adventure', ' Fantasy']",121,6.1,45,34012,61.0
Bedtime Stories,2008,PG,"['Adventure', ' Comedy', ' Family']",99,6.0,33,96154,60.0
Bicentennial Man,1999,PG,"['Drama', ' Sci-Fi']",132,6.9,42,118465,69.0
The Island of Dr. Moreau,1996,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",96,4.5,37,33936,45.0
The Nutty Professor,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",95,5.7,62,118014,57.0
Barb Wire,1996,R,"['Action', ' Sci-Fi']",98,3.5,40,29320,35.0
The Silence,2019,PG-13,"['Drama', ' Horror', ' Sci-Fi']",90,5.3,25,46009,53.0
Star Trek: Generations,1994,PG,"['Action', ' Adventure', ' Mystery']",118,6.6,55,82726,66.0
Resident Evil: Apocalypse,2004,R,"['Action', ' Horror', ' Sci-Fi']",94,6.1,35,201003,61.0
Child's Play,2019,R,"['Drama', ' Horror', ' Sci-Fi']",90,5.7,48,52659,57.0
I'm Totally Fine,2022,,"['Comedy', ' Drama', ' Sci-Fi']",83,5.6,62,306,56.0
Frequency,2000,PG-13,"['Crime', ' Drama', ' Mystery']",118,7.4,67,109373,74.0
The Last Starfighter,1984,PG,"['Action', ' Adventure', ' Sci-Fi']",101,6.7,67,43084,67.0
Zapped!,1982,R,"['Comedy', ' Fantasy', ' Sci-Fi']",98,4.9,10,7097,49.0
Doom,2005,R,"['Action', ' Horror', ' Sci-Fi']",105,5.2,34,114509,52.0
Mad Max Beyond Thunderdome,1985,PG-13,"['Action', ' Adventure', ' Sci-Fi']",107,6.2,71,138102,62.0
Project Power,2020,R,"['Action', ' Crime', ' Sci-Fi']",113,6.0,51,89289,60.0
Freejack,1992,R,"['Action', ' Crime', ' Sci-Fi']",110,5.4,34,16498,54.0
Nausicaä of the Valley of the Wind,1984,PG,"['Animation', ' Adventure', ' Sci-Fi']",117,8.0,86,170058,80.0
The Relic,1997,R,"['Horror', ' Mystery', ' Sci-Fi']",110,5.8,55,28229,58.0
Kin,2018,PG-13,"['Action', ' Drama', ' Sci-Fi']",102,5.8,35,17426,58.0
Leviathan,1989,R,"['Adventure', ' Horror', ' Mystery']",98,5.8,51,21308,58.0
Jason X,2001,R,"['Action', ' Horror', ' Sci-Fi']",92,4.4,25,57428,44.0
The Saint,1997,PG-13,"['Action', ' Adventure', ' Romance']",116,6.2,50,69287,62.0
Cowboys & Aliens,2011,PG-13,"['Action', ' Sci-Fi', ' Thriller']",119,6.0,50,222472,60.0
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,"['Adventure', ' Comedy', ' Sci-Fi']",103,6.2,70,26851,62.0
Surrogates,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",89,6.3,45,175931,63.0
Oxygen,2021,TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,6.5,67,39313,65.0
Repo Man,1984,R,"['Action', ' Comedy', ' Crime']",92,6.9,82,38115,69.0
Chicken Little,2005,G,"['Animation', ' Adventure', ' Comedy']",81,5.7,48,93814,57.0
Dragonball Evolution,2009,PG,"['Action', ' Adventure', ' Fantasy']",85,2.6,45,75155,26.0
King Kong,1933,Passed,"['Adventure', ' Horror', ' Sci-Fi']",100,7.9,90,86234,79.0
Heavy Metal,1981,R,"['Animation', ' Adventure', ' Fantasy']",86,6.6,51,35700,66.0
Airplane II: The Sequel,1982,PG,"['Comedy', ' Sci-Fi']",85,6.1,48,53470,61.0
Supergirl,1984,PG,"['Action', ' Adventure', ' Fantasy']",124,4.4,41,22452,44.0
Mute,2018,TV-MA,"['Mystery', ' Sci-Fi', ' Thriller']",126,5.4,35,35871,54.0
Batman: Mask of the Phantasm,1993,PG,"['Animation', ' Action', ' Adventure']",76,7.8,65,51831,78.0
Flatliners,2017,PG-13,"['Drama', ' Horror', ' Mystery']",109,5.2,27,47863,52.0
Starman,1984,PG,"['Romance', ' Sci-Fi']",115,7.0,70,48173,70.0
eXistenZ,1999,R,"['Horror', ' Mystery', ' Sci-Fi']",97,6.8,68,101526,68.0
Killer Klowns from Outer Space,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",88,6.2,43,39731,62.0
Dreamcatcher,2003,R,"['Drama', ' Horror', ' Sci-Fi']",134,5.5,35,93344,55.0
Frankenstein,1931,Passed,"['Drama', ' Horror', ' Sci-Fi']",70,7.8,91,73998,78.0
Self/less,2015,PG-13,"['Action', ' Mystery', ' Sci-Fi']",117,6.5,34,100105,65.0
Baby Geniuses,1999,PG,"['Comedy', ' Crime', ' Family']",97,2.5,6,26728,25.0
Superman II,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",127,6.8,83,108395,68.0
Beneath the Planet of the Apes,1970,G,"['Action', ' Adventure', ' Sci-Fi']",95,6.0,46,47649,60.0
Anon,2018,TV-MA,"['Crime', ' Mystery', ' Sci-Fi']",100,6.1,54,45115,61.0
Take Shelter,2011,R,"['Drama', ' Horror', ' Sci-Fi']",120,7.3,85,101398,73.0
Tank Girl,1995,R,"['Action', ' Comedy', ' Sci-Fi']",104,5.3,46,32509,53.0
Evolution,2001,PG-13,"['Comedy', ' Sci-Fi']",101,6.1,40,129926,61.0
Rabid,1977,R,"['Horror', ' Sci-Fi']",91,6.3,56,19495,63.0
Shin Godzilla,2016,Not Rated,"['Action', ' Drama', ' Horror']",120,6.8,67,28526,68.0
Ice Age: Collision Course,2016,PG,"['Animation', ' Adventure', ' Comedy']",94,5.6,34,67703,56.0
Cell,2016,R,"['Action', ' Adventure', ' Horror']",98,4.4,38,28445,44.0
Spies in Disguise,2019,PG,"['Animation', ' Action', ' Adventure']",102,6.8,54,49905,68.0
Johnny Mnemonic,1995,R,"['Action', ' Drama', ' Sci-Fi']",96,5.6,36,72644,56.0
Cloudy with a Chance of Meatballs 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,59,104486,63.0
Dragon Ball Super: Broly,2018,PG,"['Animation', ' Action', ' Adventure']",100,7.7,59,28223,77.0
Colossal,2016,R,"['Comedy', ' Drama', ' Fantasy']",109,6.2,70,65701,62.0
The Secret of NIMH,1982,G,"['Animation', ' Adventure', ' Drama']",82,7.5,76,41866,75.0
In the Tall Grass,2019,TV-MA,"['Horror', ' Mystery', ' Sci-Fi']",101,5.4,46,57279,54.0
Code 8,2019,Not Rated,"['Action', ' Crime', ' Drama']",98,6.1,48,40522,61.0
Flatliners,1990,R,"['Drama', ' Horror', ' Sci-Fi']",115,6.5,55,88084,65.0
Next,2007,PG-13,"['Action', ' Sci-Fi', ' Thriller']",96,6.2,42,159772,62.0
The Thirteenth Floor,1999,R,"['Mystery', ' Sci-Fi', ' Thriller']",100,7.0,36,72846,70.0
Memoria,2021,PG,"['Drama', ' Mystery', ' Sci-Fi']",136,6.5,91,8408,65.0
Thelma,2017,Not Rated,"['Drama', ' Fantasy', ' Horror']",116,7.0,74,33063,70.0
Automata,2014,R,"['Action', ' Drama', ' Sci-Fi']",109,6.0,37,57344,60.0
Darkman,1990,R,"['Action', ' Sci-Fi', ' Thriller']",96,6.4,65,65496,64.0
The Discovery,2017,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,6.2,54,34829,62.0
The Host,2013,PG-13,"['Action', ' Adventure', ' Drama']",125,5.8,35,115727,58.0
The Fourth Kind,2009,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",98,5.9,34,78711,59.0
Penguins of Madagascar,2014,PG,"['Animation', ' Adventure', ' Comedy']",92,6.6,53,92104,66.0
Night of the Comet,1984,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",95,6.3,59,21490,63.0
RoboCop 3,1993,PG-13,"['Action', ' Crime', ' Sci-Fi']",104,4.1,40,51028,41.0
Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,"['Animation', ' Adventure', ' Comedy']",85,7.5,87,137226,75.0
The Avengers,1998,PG-13,"['Action', ' Adventure', ' Sci-Fi']",89,3.8,12,44120,38.0
I'm Your Man,2021,R,"['Comedy', ' Drama', ' Romance']",108,7.1,78,9448,71.0
Another Earth,2011,PG-13,"['Drama', ' Romance', ' Sci-Fi']",92,6.9,66,96431,69.0
2010: The Year We Make Contact,1984,PG,"['Adventure', ' Mystery', ' Sci-Fi']",116,6.7,53,53991,67.0
Re-Animator,1985,Unrated,"['Comedy', ' Horror', ' Sci-Fi']",84,7.2,73,65869,72.0
Frankenweenie,2012,PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109406,69.0
Superman III,1983,PG,"['Action', ' Adventure', ' Comedy']",125,5.0,44,70995,50.0
John Dies at the End,2012,R,"['Comedy', ' Fantasy', ' Horror']",99,6.3,53,38873,63.0
Zoom,2006,PG,"['Action', ' Adventure', ' Comedy']",83,4.3,26,21434,43.0
Resident Evil: The Final Chapter,2016,R,"['Action', ' Horror', ' Sci-Fi']",107,5.5,49,95110,55.0
The Man Who Fell to Earth,1976,R,"['Drama', ' Sci-Fi']",139,6.6,81,26898,66.0
After Earth,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.8,33,202108,48.0
The Man with Two Brains,1983,R,"['Comedy', ' Romance', ' Sci-Fi']",93,6.4,61,26371,64.0
The War of the Worlds,1953,G,"['Action', ' Sci-Fi', ' Thriller']",85,7.0,78,36308,70.0
Archive,2020,TV-MA,"['Drama', ' Mystery', ' Sci-Fi']",109,6.3,67,22681,63.0
Criminal,2016,R,"['Action', ' Sci-Fi', ' Thriller']",113,6.3,36,67006,63.0
Artemis Fowl,2020,PG,"['Adventure', ' Family', ' Fantasy']",95,4.2,31,28625,42.0
The Dead Zone,1983,R,"['Drama', ' Horror', ' Sci-Fi']",103,7.2,69,71220,72.0
Mr. Peabody & Sherman,2014,PG,"['Animation', ' Adventure', ' Comedy']",92,6.8,59,71412,68.0
Eight Legged Freaks,2002,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,53,57903,55.0
THX 1138,1971,R,"['Drama', ' Sci-Fi', ' Thriller']",86,6.7,75,52091,67.0
Spy Kids 2: Island of Lost Dreams,2002,PG,"['Action', ' Adventure', ' Comedy']",100,5.2,66,68484,52.0
Halloween III: Season of the Witch,1982,R,"['Horror', ' Mystery', ' Sci-Fi']",98,5.1,50,55783,51.0
Maximum Overdrive,1986,R,"['Action', ' Comedy', ' Horror']",98,5.4,24,33240,54.0
The Watch,2012,R,"['Comedy', ' Sci-Fi']",102,5.7,36,128721,57.0
A Scanner Darkly,2006,R,"['Animation', ' Comedy', ' Crime']",100,7.0,73,112778,70.0
Push,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",111,6.1,36,112086,61.0
The Purge: Election Year,2016,R,"['Action', ' Horror', ' Sci-Fi']",108,6.0,55,102557,60.0
The Toxic Avenger,1984,R,"['Action', ' Comedy', ' Horror']",82,6.2,42,29354,62.0
Equals,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",101,6.0,43,31081,60.0
Left Behind,2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",110,3.1,12,40238,31.0
Bliss,2021,R,"['Drama', ' Romance', ' Sci-Fi']",103,5.3,40,18142,53.0
The Boys from Brazil,1978,R,"['Drama', ' Mystery', ' Sci-Fi']",125,7.0,40,28506,70.0
Alligator,1980,R,"['Horror', ' Sci-Fi', ' Thriller']",91,6.1,62,13637,61.0
Piranha,1978,R,"['Comedy', ' Horror', ' Sci-Fi']",94,5.9,71,22395,59.0
Mortal Kombat: Annihilation,1997,PG-13,"['Action', ' Adventure', ' Fantasy']",95,3.6,11,55281,36.0
The Final Countdown,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",103,6.6,51,24367,66.0
The Titan,2018,TV-MA,"['Drama', ' Mystery', ' Romance']",97,4.8,33,31733,48.0
Scoob!,2020,PG,"['Animation', ' Adventure', ' Comedy']",93,5.6,43,27178,56.0
The Time Machine,1960,G,"['Adventure', ' Romance', ' Sci-Fi']",103,7.5,67,41911,75.0
2046,2004,R,"['Drama', ' Romance', ' Sci-Fi']",129,7.4,78,58257,74.0
Spring,2014,Not Rated,"['Horror', ' Romance', ' Sci-Fi']",109,6.7,70,28910,67.0
Daybreakers,2009,R,"['Action', ' Horror', ' Sci-Fi']",98,6.4,57,129944,64.0
Sky Captain and the World of Tomorrow,2004,PG,"['Action', ' Adventure', ' Mystery']",106,6.1,64,85297,61.0
Critters,1986,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,6.1,52,36244,61.0
Phantasm,1979,R,"['Horror', ' Sci-Fi']",89,6.6,72,37856,66.0
The Stepford Wives,1975,PG,"['Horror', ' Mystery', ' Sci-Fi']",115,6.9,54,18155,69.0
Apollo 10½: A Space Age Childhood,2022,PG-13,"['Animation', ' Adventure', ' Drama']",97,7.2,79,8237,72.0
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,TV-MA,"['Animation', ' Action', ' Drama']",154,8.0,84,10701,80.0
Aliens vs. Predator: Requiem,2007,R,"['Action', ' Adventure', ' Horror']",94,4.6,29,127140,46.0
Invasion of the Body Snatchers,1956,Approved,"['Drama', ' Horror', ' Sci-Fi']",80,7.7,92,50781,77.0
Virtuosity,1995,R,"['Action', ' Crime', ' Sci-Fi']",106,5.5,39,30569,55.0
High-Rise,2015,R,"['Drama', ' Sci-Fi']",119,5.5,65,43032,55.0
Battle Los Angeles,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.7,37,181072,57.0
Gamer,2009,R,"['Action', ' Sci-Fi', ' Thriller']",95,5.7,27,135607,57.0
The Ice Pirates,1984,PG,"['Action', ' Adventure', ' Comedy']",91,5.6,44,11109,56.0
The Untamed,2016,Not Rated,"['Drama', ' Horror', ' Mystery']",98,6.1,72,5939,61.0
The Jacket,2005,R,"['Drama', ' Fantasy', ' Mystery']",103,7.1,44,114433,71.0
Altered States,1980,R,"['Horror', ' Sci-Fi', ' Thriller']",102,6.9,58,35980,69.0
Creature from the Black Lagoon,1954,G,"['Horror', ' Sci-Fi']",79,6.9,68,31223,69.0
Womb,2010,Not Rated,"['Drama', ' Romance', ' Sci-Fi']",111,6.3,48,14508,63.0
The Purge: Anarchy,2014,R,"['Action', ' Horror', ' Sci-Fi']",103,6.4,50,153548,64.0
The Black Hole,1979,PG,"['Action', ' Sci-Fi']",98,5.9,52,26114,59.0
Swan Song,2021,R,"['Drama', ' Romance', ' Sci-Fi']",112,6.8,66,14369,68.0
Underworld: Awakening,2012,R,"['Action', ' Fantasy', ' Horror']",88,6.3,39,155463,63.0
Perfect Sense,2011,R,"['Drama', ' Romance', ' Sci-Fi']",92,7.0,55,60704,70.0
Congo,1995,PG-13,"['Action', ' Adventure', ' Mystery']",109,5.2,22,46224,52.0
Flubber,1997,PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90450,53.0
Zone 414,2021,R,"['Sci-Fi', ' Thriller']",98,5.0,36,4516,50.0
SpaceCamp,1986,PG,"['Adventure', ' Family', ' Sci-Fi']",107,5.7,40,15225,57.0
Beyond the Black Rainbow,2010,R,"['Horror', ' Sci-Fi', ' Thriller']",110,5.9,49,15580,59.0
Enemy Mine,1985,PG-13,"['Action', ' Adventure', ' Drama']",108,6.8,59,48588,68.0
Piranha II: The Spawning,1981,R,"['Horror', ' Sci-Fi', ' Thriller']",94,3.7,15,8949,37.0
Little Joe,2019,Not Rated,"['Drama', ' Horror', ' Mystery']",105,5.8,60,8207,58.0
Attack the Block,2011,R,"['Action', ' Adventure', ' Comedy']",88,6.6,75,107595,66.0
Timeline,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.6,28,63689,56.0
Black Box,2020,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",100,6.2,62,15101,62.0
TMNT,2007,PG,"['Animation', ' Action', ' Adventure']",87,6.2,41,65276,62.0
Resident Evil: Extinction,2007,R,"['Action', ' Horror', ' Sci-Fi']",94,6.2,41,197072,62.0
G-Force,2009,PG,"['Animation', ' Action', ' Adventure']",88,5.1,41,47167,51.0
Fantastic Planet,1973,PG,"['Animation', ' Sci-Fi']",72,7.7,73,32081,77.0
Repo Men,2010,R,"['Action', ' Sci-Fi', ' Thriller']",111,6.3,32,107544,63.0
Cosmic Sin,2021,R,"['Action', ' Sci-Fi']",88,2.5,9,13665,25.0
Resident Evil: Retribution,2012,R,"['Action', ' Horror', ' Sci-Fi']",95,5.3,39,143768,53.0
The Signal,2014,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,6.0,54,66469,60.0
The Vast of Night,2019,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,6.7,84,40023,67.0
Repo! The Genetic Opera,2008,R,"['Horror', ' Musical', ' Sci-Fi']",98,6.4,32,25299,64.0
The Cave,2005,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",97,5.1,30,39387,51.0
The X Files: I Want to Believe,2008,PG-13,"['Crime', ' Drama', ' Horror']",104,5.9,47,91902,59.0
The House with a Clock in Its Walls,2018,PG,"['Comedy', ' Family', ' Fantasy']",105,6.0,57,52334,60.0
The X Files,1998,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",121,7.0,60,106466,70.0
IO,2019,TV-14,"['Adventure', ' Drama', ' Sci-Fi']",96,4.7,40,34682,47.0
Timecrimes,2007,R,"['Horror', ' Mystery', ' Sci-Fi']",92,7.1,68,64635,71.0
Freaks,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",105,6.7,63,36025,67.0
From Beyond,1986,R,"['Horror', ' Sci-Fi']",85,6.6,60,26955,66.0
The Space Between Us,2017,PG-13,"['Drama', ' Romance', ' Sci-Fi']",120,6.4,33,53510,64.0
"I, Frankenstein",2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",92,5.1,30,81678,51.0
Escape from Tomorrow,2013,Not Rated,"['Drama', ' Fantasy', ' Horror']",90,5.1,58,9776,51.0
The Lazarus Effect,2015,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",83,5.2,31,44236,52.0
Bubble Boy,2001,PG-13,"['Adventure', ' Comedy', ' Romance']",84,5.7,41,33717,57.0
Race to Witch Mountain,2009,PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60402,57.0
Inspector Gadget,1999,PG,"['Action', ' Adventure', ' Comedy']",78,4.1,36,48723,41.0
Hot Tub Time Machine 2,2015,R,"['Comedy', ' Mystery', ' Sci-Fi']",93,5.0,29,39601,50.0
Dark Skies,2013,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",97,6.3,50,76669,63.0
Absolutely Anything,2015,R,"['Comedy', ' Sci-Fi']",85,6.0,31,43397,60.0
The Flintstones in Viva Rock Vegas,2000,PG,"['Comedy', ' Family', ' Romance']",90,3.7,27,23938,37.0
Books of Blood,2020,TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8028,56.0
Silent Running,1972,G,"['Drama', ' Sci-Fi']",89,6.6,67,29619,66.0
The 6th Day,2000,PG-13,"['Action', ' Mystery', ' Sci-Fi']",123,5.9,49,123367,59.0
A Christmas Horror Story,2015,Not Rated,"['Fantasy', ' Horror', ' Mystery']",99,5.8,49,10781,58.0
Seeking a Friend for the End of the World,2012,R,"['Adventure', ' Comedy', ' Drama']",101,6.7,59,115154,67.0
K-PAX,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",120,7.4,49,185229,74.0
Village of the Damned,1995,R,"['Horror', ' Sci-Fi', ' Thriller']",98,5.6,41,32411,56.0
Swamp Thing,1982,PG,"['Horror', ' Sci-Fi']",91,5.3,50,14791,53.0
Midnight Special,2016,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",112,6.6,76,81307,66.0
"20,000 Leagues Under the Sea",1954,G,"['Adventure', ' Drama', ' Family']",127,7.2,83,34408,72.0
The Double,2013,R,"['Comedy', ' Drama', ' Mystery']",93,6.5,68,50955,65.0
Spy Kids 4: All the Time in the World,2011,PG,"['Action', ' Adventure', ' Comedy']",89,3.5,37,25928,35.0
Dark Star,1974,G,"['Comedy', ' Sci-Fi']",83,6.2,66,25123,62.0
Outlander,2008,R,"['Action', ' Adventure', ' Sci-Fi']",115,6.2,40,76135,62.0
Battle for the Planet of the Apes,1973,G,"['Action', ' Sci-Fi']",93,5.4,40,31518,54.0
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,TV-Y7,"['Animation', ' Action', ' Adventure']",82,5.9,61,4803,59.0
Moonshot,2022,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",104,5.6,58,5226,56.0
The Lawnmower Man,1992,R,"['Horror', ' Sci-Fi']",108,5.4,42,36636,54.0
2067,2020,Not Rated,"['Mystery', ' Sci-Fi']",114,4.9,39,10027,49.0
The Darkest Minds,2018,PG-13,"['Action', ' Adventure', ' Drama']",104,5.7,39,32750,57.0
Captain Underpants: The First Epic Movie,2017,PG,"['Animation', ' Action', ' Adventure']",89,6.2,69,29072,62.0
The First Purge,2018,R,"['Action', ' Horror', ' Sci-Fi']",97,5.2,54,64790,52.0
Captive State,2019,PG-13,"['Action', ' Horror', ' Sci-Fi']",109,6.0,54,54837,60.0
Priest,2011,PG-13,"['Action', ' Fantasy', ' Horror']",87,5.7,41,120698,57.0
V/H/S/2,2013,R,"['Horror', ' Sci-Fi']",96,6.0,49,40864,60.0
Beavis and Butt-Head Do the Universe,2022,TV-14,"['Animation', ' Comedy', ' Sci-Fi']",87,7.0,70,10753,70.0
Chain Reaction,1996,PG-13,"['Action', ' Drama', ' Sci-Fi']",107,5.6,43,53029,56.0
Big Bug,2022,TV-MA,"['Comedy', ' Sci-Fi']",111,5.5,46,8389,55.0
Alienoid,2022,,"['Action', ' Adventure', ' Fantasy']",142,6.4,54,2061,64.0
Body Snatchers,1993,R,"['Horror', ' Sci-Fi']",87,6.0,65,19891,60.0
The Rover,2014,R,"['Action', ' Crime', ' Drama']",103,6.4,64,48858,64.0
The Brood,1979,R,"['Horror', ' Sci-Fi']",92,6.8,63,31127,68.0
Firestarter,1984,R,"['Action', ' Horror', ' Sci-Fi']",114,6.0,50,34854,60.0
The Invisible Man,1933,TV-PG,"['Horror', ' Sci-Fi']",71,7.6,87,36292,76.0
Happy Death Day 2U,2019,PG-13,"['Comedy', ' Horror', ' Mystery']",100,6.2,57,75557,62.0
The One,2001,PG-13,"['Action', ' Sci-Fi', ' Thriller']",87,5.9,25,92864,59.0
Superman IV: The Quest for Peace,1987,PG,"['Action', ' Adventure', ' Sci-Fi']",90,3.7,24,49270,37.0
Mac and Me,1988,PG,"['Adventure', ' Comedy', ' Family']",99,3.3,26,14747,33.0
Pulse,2001,R,"['Horror', ' Mystery', ' Sci-Fi']",119,6.5,70,21700,65.0
The Lego Ninjago Movie,2017,PG,"['Animation', ' Action', ' Adventure']",101,6.0,55,26777,60.0
Timecop,1994,R,"['Action', ' Crime', ' Sci-Fi']",99,5.9,48,60443,59.0
Jiu Jitsu,2020,R,"['Action', ' Sci-Fi', ' Thriller']",102,2.9,27,9017,29.0
A Boy and His Dog,1975,R,"['Comedy', ' Drama', ' Sci-Fi']",91,6.4,68,18055,64.0
America: The Motion Picture,2021,TV-MA,"['Animation', ' Action', ' Adventure']",98,5.6,38,6610,56.0
Hellraiser: Bloodline,1996,R,"['Horror', ' Sci-Fi']",85,5.0,21,22591,50.0
Supernova,2000,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.8,19,18263,48.0
Songbird,2020,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",84,4.7,27,10375,47.0
Astro Boy,2009,PG,"['Animation', ' Action', ' Adventure']",94,6.3,53,37275,63.0
The Omega Man,1971,PG,"['Action', ' Drama', ' Sci-Fi']",98,6.4,56,32086,64.0
Ghosts of Mars,2001,R,"['Action', ' Horror', ' Sci-Fi']",98,4.9,35,55352,49.0
"Honey, I Blew Up the Kid",1992,PG,"['Adventure', ' Comedy', ' Family']",89,4.9,50,44742,49.0
Fantastic Voyage,1966,PG,"['Adventure', ' Family', ' Sci-Fi']",100,6.8,72,19242,68.0
The Bride of Frankenstein,1935,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",75,7.8,95,49465,78.0
The Wandering Earth,2019,TV-MA,"['Action', ' Adventure', ' Sci-Fi']",125,5.9,57,30892,59.0
Sphere,1998,PG-13,"['Action', ' Mystery', ' Sci-Fi']",134,6.1,35,107459,61.0
Teenage Mutant Ninja Turtles III,1993,PG,"['Action', ' Adventure', ' Comedy']",96,4.8,40,33945,48.0
Tau,2018,R,"['Sci-Fi', ' Thriller']",97,5.8,43,31976,58.0
Escape from the Planet of the Apes,1971,G,"['Action', ' Sci-Fi']",98,6.3,69,35977,63.0
Little Fish,2020,Unrated,"['Drama', ' Romance', ' Sci-Fi']",101,6.9,71,5615,69.0
Junior,1994,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",109,4.7,59,69638,47.0
Light of My Life,2019,R,"['Drama', ' Sci-Fi', ' Thriller']",119,6.6,67,13947,66.0
Godzilla,1954,Not Rated,"['Horror', ' Sci-Fi']",96,7.5,78,34539,75.0
Jimmy Neutron: Boy Genius,2001,G,"['Animation', ' Action', ' Adventure']",82,6.0,65,35218,60.0
Southland Tales,2006,R,"['Comedy', ' Drama', ' Mystery']",145,5.3,44,39237,53.0
